# Node-ID	solution type	event type	new arrangement at node	arrangement at parental node
4	exact solution	fusion	PF00047 PF07679 PF00047 PF07679 PF07714	PF00047 PF07679 + PF00047 PF07679 PF07714
4	exact solution	fusion	PF00047 PF07679 PF13927 PF07679 PF07714	PF00047 PF07679 + PF13927 PF07679 PF07714
4	exact solution	fusion	PF00047 PF07679 PF13927 PF07714	PF00047 PF07679 + PF13927 PF07714
4	exact solution	fusion	PF00047 PF08205	PF00047 + PF08205
4	exact solution	fusion	PF00047 PF13895 PF01582	PF00047 + PF13895 PF01582
4	exact solution	fusion	PF00063 PF00612 PF00017	PF00063 PF00612 + PF00017
4	exact solution	fusion	PF00069 PF00619	PF00069 + PF00619
4	exact solution	fusion	PF00069 PF12796 PF00023 PF12796	PF00069 + PF12796 PF00023 PF12796
4	exact solution	fusion	PF00069 PF15796 PF08826 PF00130 PF00780 PF00786	PF00069 PF15796 PF08826 PF00130 PF00780 + PF00786
4	exact solution	fusion	PF00071 PF08356 PF08355 PF00071	PF00071 PF08356 PF08355 + PF00071
4	exact solution	fusion	PF00089 PF00057 PF00089	PF00089 + PF00057 PF00089
4	exact solution	fusion	PF00130 PF00621 PF00169	PF00130 PF00621 + PF00169
4	exact solution	fusion	PF00193 PF00084	PF00193 + PF00084
4	exact solution	fusion	PF00219 PF00093 PF02822 PF00093	PF00219 + PF00093 PF02822 PF00093
4	exact solution	fusion	PF00240 PF01485	PF00240 + PF01485
4	exact solution	fusion	PF00240 PF05168	PF00240 + PF05168
4	exact solution	fusion	PF00241 PF00018	PF00241 + PF00018
4	exact solution	fusion	PF00386 PF03644	PF00386 + PF03644
4	exact solution	fusion	PF00431 PF00057 PF01392	PF00431 PF00057 + PF01392
4	exact solution	fusion	PF00443 PF00240	PF00443 + PF00240
4	exact solution	fusion	PF00483 PF00132 PF02020	PF00483 PF00132 + PF02020
4	exact solution	fusion	PF00520 PF00782 PF10409	PF00520 + PF00782 PF10409
4	exact solution	fusion	PF00530 PF00147	PF00530 + PF00147
4	exact solution	fusion	PF00531 PF13676	PF00531 + PF13676
4	exact solution	fusion	PF00575 PF00270 PF00271 PF04408 PF07717	PF00575 + PF00270 PF00271 PF04408 PF07717
4	exact solution	fusion	PF00594 PF00089	PF00594 + PF00089
4	exact solution	fusion	PF00621 PF03114	PF00621 + PF03114
4	exact solution	fusion	PF00641 PF00638	PF00641 + PF00638
4	exact solution	fusion	PF00642 PF02825 PF00644	PF00642 + PF02825 PF00644
4	exact solution	fusion	PF00648 PF00042	PF00648 + PF00042
4	exact solution	fusion	PF00787 PF12799	PF00787 + PF12799
4	exact solution	fusion	PF00988 PF00117 PF02786 PF02787 PF02786 PF02142 PF01979	PF00988 PF00117 PF02786 PF02787 PF02786 PF02142 + PF01979
4	exact solution	fusion	PF01391 PF06482	PF01391 + PF06482
4	exact solution	fusion	PF01394 PF09268 PF13838 PF00637 PF00153	PF01394 PF09268 PF13838 PF00637 + PF00153
4	exact solution	fusion	PF01424 PF00270 PF00271	PF01424 + PF00270 PF00271
4	exact solution	fusion	PF01462 PF13855 PF00001	PF01462 PF13855 + PF00001
4	exact solution	fusion	PF01462 PF13855 PF13306 PF13855	PF01462 PF13855 + PF13306 PF13855
4	exact solution	fusion	PF01462 PF13855 PF13516 PF13855	PF01462 PF13855 PF13516 + PF13855
4	exact solution	fusion	PF01480 PF00076	PF01480 + PF00076
4	exact solution	fusion	PF01553 PF13202 PF13499	PF01553 + PF13202 PF13499
4	exact solution	fusion	PF01630 PF07974	PF01630 + PF07974
4	exact solution	fusion	PF02204 PF13857 PF12796	PF02204 + PF13857 PF12796
4	exact solution	fusion	PF02493 PF12796 PF01753	PF02493 + PF12796 PF01753
4	exact solution	fusion	PF02828 PF00595 PF00625	PF02828 PF00595 + PF00625
4	exact solution	fusion	PF03451 PF00400 PF12894	PF03451 PF00400 + PF12894
4	exact solution	fusion	PF03451 PF00400 PF12894 PF00400	PF03451 PF00400 + PF12894 PF00400
4	exact solution	fusion	PF03607 PF01477	PF03607 + PF01477
4	exact solution	fusion	PF03731 PF02735 PF03730 PF02037	PF03731 PF02735 PF03730 + PF02037
4	exact solution	fusion	PF04408 PF07717 PF04146	PF04408 PF07717 + PF04146
4	exact solution	fusion	PF06424 PF14559 PF13432	PF06424 PF14559 + PF13432
4	exact solution	fusion	PF07145 PF00009 PF03144 PF03143	PF07145 + PF00009 PF03144 PF03143
4	exact solution	fusion	PF07546 PF14670	PF07546 + PF14670
4	exact solution	fusion	PF07653 PF13181	PF07653 + PF13181
4	exact solution	fusion	PF07679 PF03098	PF07679 + PF03098
4	exact solution	fusion	PF07686 PF08205 PF00622	PF07686 PF08205 + PF00622
4	exact solution	fusion	PF07719 PF00076	PF07719 + PF00076
4	exact solution	fusion	PF07719 PF04969 PF05002	PF07719 + PF04969 PF05002
4	exact solution	fusion	PF07974 PF00008 PF12661 PF00008	PF07974 + PF00008 PF12661 PF00008
4	exact solution	fusion	PF08154 PF00400 PF12894	PF08154 PF00400 + PF12894
4	exact solution	fusion	PF08662 PF00400	PF08662 + PF00400
4	exact solution	fusion	PF09067 PF00041 PF09067 PF00041	PF09067 PF00041 + PF09067 PF00041
4	exact solution	fusion	PF09310 PF13637	PF09310 + PF13637
4	exact solution	fusion	PF09469 PF02205	PF09469 + PF02205
4	exact solution	fusion	PF12075 PF12796 PF13637	PF12075 PF12796 + PF13637
4	exact solution	fusion	PF12756 PF00096	PF12756 + PF00096
4	exact solution	fusion	PF12796 PF00023 PF12796 PF01734	PF12796 PF00023 PF12796 + PF01734
4	exact solution	fusion	PF12796 PF13637 PF00612	PF12796 PF13637 + PF00612
4	exact solution	fusion	PF12796 PF13637 PF12796 PF05033 PF00856	PF12796 PF13637 + PF12796 PF05033 PF00856
4	exact solution	fusion	PF12799 PF14580 PF00625	PF12799 PF14580 + PF00625
4	exact solution	fusion	PF12836 PF03372	PF12836 + PF03372
4	exact solution	fusion	PF12836 PF12937 PF00400	PF12836 + PF12937 PF00400
4	exact solution	fusion	PF12874 PF12171 PF12874	PF12874 PF12171 + PF12874
4	exact solution	fusion	PF12895 PF13181	PF12895 + PF13181
4	exact solution	fusion	PF13202 PF13499 PF01794 PF08022 PF08030	PF13202 PF13499 + PF01794 PF08022 PF08030
4	exact solution	fusion	PF13405 PF13202	PF13405 + PF13202
4	exact solution	fusion	PF13414 PF13432 PF13181	PF13414 + PF13432 PF13181
4	exact solution	fusion	PF13419 PF01636	PF13419 + PF01636
4	exact solution	fusion	PF13445 PF00595	PF13445 + PF00595
4	exact solution	fusion	PF13499 PF01694	PF13499 + PF01694
4	exact solution	fusion	PF13499 PF09457	PF13499 + PF09457
4	exact solution	fusion	PF13639 PF00612	PF13639 + PF00612
4	exact solution	fusion	PF13771 PF00628	PF13771 + PF00628
4	exact solution	fusion	PF13833 PF00153	PF13833 + PF00153
4	exact solution	fusion	PF13855 PF00560 PF01582	PF13855 PF00560 + PF01582
4	exact solution	fusion	PF13855 PF01463 PF13855 PF01463	PF13855 PF01463 + PF13855 PF01463
4	exact solution	fusion	PF13855 PF01582 PF13855 PF01582	PF13855 PF01582 + PF13855 PF01582
4	exact solution	fusion	PF13855 PF13306 PF00560 PF13855 PF07679	PF13855 + PF13306 PF00560 PF13855 PF07679
4	exact solution	fusion	PF13855 PF14580	PF13855 + PF14580
4	exact solution	fusion	PF13857 PF00023 PF12796	PF13857 + PF00023 PF12796
4	exact solution	fusion	PF13857 PF01753	PF13857 + PF01753
4	exact solution	fusion	PF13857 PF12796 PF07525	PF13857 + PF12796 PF07525
4	exact solution	fusion	PF13894 PF00096 PF13909 PF00096	PF13894 + PF00096 PF13909 PF00096
4	exact solution	fusion	PF13895 PF00354	PF13895 + PF00354
4	exact solution	fusion	PF13927 PF00656	PF13927 + PF00656
4	exact solution	fusion	PF14634 PF01436	PF14634 + PF01436
4	exact solution	fusion	PF14670 PF00092	PF14670 + PF00092
4	exact solution	fusion	PF14670 PF01391	PF14670 + PF01391
4	exact solution	fusion	PF14962 PF07992 PF14721	PF14962 + PF07992 PF14721
4	exact solution	fusion	PF15870 PF00929	PF15870 + PF00929
4	exact solution	fusion	PF16185 PF00664 PF00005 PF00664 PF00005	PF16185 PF00664 PF00005 + PF00664 PF00005
4	exact solution	fusion	PF16474 PF09379 PF00373 PF09380	PF16474 + PF09379 PF00373 PF09380
4	exact solution	single domain emergence	PF00607	
4	exact solution	single domain emergence	PF02393	
4	exact solution	single domain emergence	PF02422	
4	exact solution	single domain emergence	PF04992	
4	exact solution	single domain emergence	PF05418	
4	exact solution	single domain emergence	PF07287	
4	exact solution	single domain emergence	PF07354	
4	exact solution	single domain emergence	PF08189	
4	exact solution	single domain emergence	PF13436	
4	exact solution	single domain emergence	PF13806	
4	exact solution	single domain emergence	PF15082	
4	exact solution	single domain emergence	PF15766	
4	exact solution	single domain loss		PF00416
4	exact solution	single domain loss		PF00446
4	exact solution	single domain loss		PF00861
4	exact solution	single domain loss		PF00886
4	exact solution	single domain loss		PF00889
4	exact solution	single domain loss		PF01127
4	exact solution	single domain loss		PF01195
4	exact solution	single domain loss		PF01204
4	exact solution	single domain loss		PF01214
4	exact solution	single domain loss		PF01269
4	exact solution	single domain loss		PF01327
4	exact solution	single domain loss		PF01351
4	exact solution	single domain loss		PF01419
4	exact solution	single domain loss		PF01531
4	exact solution	single domain loss		PF01541
4	exact solution	single domain loss		PF01709
4	exact solution	single domain loss		PF01722
4	exact solution	single domain loss		PF01757
4	exact solution	single domain loss		PF01775
4	exact solution	single domain loss		PF01869
4	exact solution	single domain loss		PF01928
4	exact solution	single domain loss		PF01980
4	exact solution	single domain loss		PF01990
4	exact solution	single domain loss		PF02167
4	exact solution	single domain loss		PF02390
4	exact solution	single domain loss		PF02487
4	exact solution	single domain loss		PF02517
4	exact solution	single domain loss		PF02948
4	exact solution	single domain loss		PF03083
4	exact solution	single domain loss		PF03121
4	exact solution	single domain loss		PF03126
4	exact solution	single domain loss		PF03343
4	exact solution	single domain loss		PF03344
4	exact solution	single domain loss		PF03402
4	exact solution	single domain loss		PF03561
4	exact solution	single domain loss		PF03571
4	exact solution	single domain loss		PF03629
4	exact solution	single domain loss		PF03656
4	exact solution	single domain loss		PF03849
4	exact solution	single domain loss		PF03997
4	exact solution	single domain loss		PF04032
4	exact solution	single domain loss		PF04129
4	exact solution	single domain loss		PF04135
4	exact solution	single domain loss		PF04148
4	exact solution	single domain loss		PF04177
4	exact solution	single domain loss		PF04603
4	exact solution	single domain loss		PF04768
4	exact solution	single domain loss		PF04884
4	exact solution	single domain loss		PF04921
4	exact solution	single domain loss		PF05046
4	exact solution	single domain loss		PF05049
4	exact solution	single domain loss		PF05053
4	exact solution	single domain loss		PF05090
4	exact solution	single domain loss		PF05111
4	exact solution	single domain loss		PF05132
4	exact solution	single domain loss		PF05180
4	exact solution	single domain loss		PF05241
4	exact solution	single domain loss		PF05301
4	exact solution	single domain loss		PF05427
4	exact solution	single domain loss		PF05667
4	exact solution	single domain loss		PF05793
4	exact solution	single domain loss		PF05879
4	exact solution	single domain loss		PF06080
4	exact solution	single domain loss		PF06413
4	exact solution	single domain loss		PF06417
4	exact solution	single domain loss		PF06677
4	exact solution	single domain loss		PF06775
4	exact solution	single domain loss		PF07061
4	exact solution	single domain loss		PF07111
4	exact solution	single domain loss		PF07160
4	exact solution	single domain loss		PF07221
4	exact solution	single domain loss		PF07263
4	exact solution	single domain loss		PF07400
4	exact solution	single domain loss		PF07491
4	exact solution	single domain loss		PF08149
4	exact solution	single domain loss		PF08433
4	exact solution	single domain loss		PF08534
4	exact solution	single domain loss		PF08551
4	exact solution	single domain loss		PF08615
4	exact solution	single domain loss		PF08652
4	exact solution	single domain loss		PF08774
4	exact solution	single domain loss		PF08939
4	exact solution	single domain loss		PF09072
4	exact solution	single domain loss		PF09243
4	exact solution	single domain loss		PF09286
4	exact solution	single domain loss		PF09470
4	exact solution	single domain loss		PF09649
4	exact solution	single domain loss		PF09666
4	exact solution	single domain loss		PF09767
4	exact solution	single domain loss		PF09822
4	exact solution	single domain loss		PF09992
4	exact solution	single domain loss		PF10147
4	exact solution	single domain loss		PF10159
4	exact solution	single domain loss		PF10166
4	exact solution	single domain loss		PF10171
4	exact solution	single domain loss		PF10184
4	exact solution	single domain loss		PF10251
4	exact solution	single domain loss		PF10273
4	exact solution	single domain loss		PF10288
4	exact solution	single domain loss		PF10341
4	exact solution	single domain loss		PF10382
4	exact solution	single domain loss		PF10514
4	exact solution	single domain loss		PF10516
4	exact solution	single domain loss		PF10573
4	exact solution	single domain loss		PF10574
4	exact solution	single domain loss		PF11029
4	exact solution	single domain loss		PF11095
4	exact solution	single domain loss		PF11109
4	exact solution	single domain loss		PF12576
4	exact solution	single domain loss		PF12928
4	exact solution	single domain loss		PF13535
4	exact solution	single domain loss		PF13664
4	exact solution	single domain loss		PF13870
4	exact solution	single domain loss		PF13885
4	exact solution	single domain loss		PF13975
4	exact solution	single domain loss		PF14642
4	exact solution	single domain loss		PF14779
4	exact solution	single domain loss		PF14817
4	exact solution	single domain loss		PF14893
4	exact solution	single domain loss		PF14939
4	exact solution	single domain loss		PF14955
4	exact solution	single domain loss		PF14969
4	exact solution	single domain loss		PF14973
4	exact solution	single domain loss		PF14980
4	exact solution	single domain loss		PF14987
4	exact solution	single domain loss		PF15013
4	exact solution	single domain loss		PF15046
4	exact solution	single domain loss		PF15062
4	exact solution	single domain loss		PF15075
4	exact solution	single domain loss		PF15080
4	exact solution	single domain loss		PF15088
4	exact solution	single domain loss		PF15092
4	exact solution	single domain loss		PF15112
4	exact solution	single domain loss		PF15125
4	exact solution	single domain loss		PF15128
4	exact solution	single domain loss		PF15135
4	exact solution	single domain loss		PF15136
4	exact solution	single domain loss		PF15168
4	exact solution	single domain loss		PF15248
4	exact solution	single domain loss		PF15256
4	exact solution	single domain loss		PF15280
4	exact solution	single domain loss		PF15281
4	exact solution	single domain loss		PF15306
4	exact solution	single domain loss		PF15360
4	exact solution	single domain loss		PF15362
4	exact solution	single domain loss		PF15364
4	exact solution	single domain loss		PF15372
4	exact solution	single domain loss		PF15392
4	exact solution	single domain loss		PF15394
4	exact solution	single domain loss		PF15424
4	exact solution	single domain loss		PF15427
4	exact solution	single domain loss		PF15482
4	exact solution	single domain loss		PF15503
4	exact solution	single domain loss		PF15667
4	exact solution	single domain loss		PF15669
4	exact solution	single domain loss		PF15675
4	exact solution	single domain loss		PF15691
4	exact solution	single domain loss		PF15764
4	exact solution	single domain loss		PF15792
4	exact solution	single domain loss		PF15794
4	exact solution	single domain loss		PF15806
4	exact solution	single domain loss		PF15816
4	exact solution	single domain loss		PF15877
4	exact solution	single domain loss		PF15906
4	exact solution	single domain loss		PF15991
4	exact solution	single domain loss		PF16669
4	exact solution	single domain loss		PF17066
4	exact solution	single domain loss		PF17135
4	exact solution	terminal emergence	PF00607 PF00098	 PF00098
4	exact solution	terminal emergence	PF17397 PF05182	 PF05182
4	exact solution	terminal loss	PF00053 PF06008 PF06009 PF00054 PF02210	PF00055 PF00053 PF00052 PF00053 PF00052 PF00053 PF06008 PF06009 PF00054 PF02210
4	exact solution	terminal loss	PF00063 PF00612 PF00784 PF07653	PF00063 PF00612 PF00784 PF07653 PF00784 PF00373
4	exact solution	terminal loss	PF00094 PF08742 PF00094 PF08742 PF01826 PF00094 PF08742 PF05270 PF00094 PF08742	PF00094 PF08742 PF00094 PF08742 PF01826 PF00094 PF08742 PF05270 PF00094 PF08742 PF01826
4	exact solution	terminal loss	PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094	PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094
4	exact solution	terminal loss	PF00133	PF00133 PF08264
4	exact solution	terminal loss	PF00169 PF01412 PF12796	PF16746 PF00169 PF01412 PF12796
4	exact solution	terminal loss	PF00270 PF00271 PF13234	PF00270 PF00271 PF13234 PF08148
4	exact solution	terminal loss	PF00390	PF00390 PF03949
4	exact solution	terminal loss	PF00438	PF00438 PF02772 PF02773
4	exact solution	terminal loss	PF00520 PF06512 PF00520 PF16905	PF00520 PF11933 PF00520 PF06512 PF00520 PF16905
4	exact solution	terminal loss	PF00520 PF11879	PF11601 PF02214 PF00520 PF11879
4	exact solution	terminal loss	PF00595 PF10600 PF00595 PF00018 PF00625	PF10608 PF00595 PF10600 PF00595 PF00018 PF00625
4	exact solution	terminal loss	PF00628 PF00385 PF00176 PF00271 PF06465 PF06461 PF08074	PF08073 PF00628 PF00385 PF00176 PF00271 PF06465 PF06461 PF08074
4	exact solution	terminal loss	PF00792 PF00613 PF00454 PF00787 PF00168	PF00794 PF00792 PF00613 PF00454 PF00787 PF00168
4	exact solution	terminal loss	PF00927	PF00868 PF01841 PF00927
4	exact solution	terminal loss	PF01243	PF01243 PF10590
4	exact solution	terminal loss	PF01365	PF08709 PF02815 PF01365
4	exact solution	terminal loss	PF01393	PF00385 PF01393
4	exact solution	terminal loss	PF01421 PF00200 PF08516	PF01562 PF01421 PF00200 PF08516
4	exact solution	terminal loss	PF01755	PF13704 PF01755
4	exact solution	terminal loss	PF01835 PF07703 PF01821 PF00207 PF10569 PF07678 PF07677	PF01835 PF07703 PF01821 PF00207 PF10569 PF07678 PF07677 PF01759
4	exact solution	terminal loss	PF01857	PF11934 PF01858 PF01857
4	exact solution	terminal loss	PF02208	PF02208 PF00018 PF14604
4	exact solution	terminal loss	PF02709	PF13733 PF02709
4	exact solution	terminal loss	PF02776	PF02776 PF00205 PF02775
4	exact solution	terminal loss	PF02919 PF01028	PF02919 PF01028 PF14370
4	exact solution	terminal loss	PF02969	PF02969 PF07571
4	exact solution	terminal loss	PF03836	PF00307 PF00612 PF00616 PF03836
4	exact solution	terminal loss	PF04643	PF04644 PF04643
4	exact solution	terminal loss	PF04675 PF01068 PF04679 PF16589 PF11411	PF04675 PF01068 PF04679 PF16589 PF11411 PF00533
4	exact solution	terminal loss	PF04739	PF16561 PF04739
4	exact solution	terminal loss	PF04871	PF04869 PF04871
4	exact solution	terminal loss	PF04928	PF04928 PF04926
4	exact solution	terminal loss	PF04959	PF12066 PF04959
4	exact solution	terminal loss	PF05224 PF13884 PF13887	PF05224 PF13884 PF13887 PF13888
4	exact solution	terminal loss	PF05279	PF05279 PF13174 PF05118
4	exact solution	terminal loss	PF06058	PF06058 PF16741
4	exact solution	terminal loss	PF06278	PF06278 PF16869 PF16858
4	exact solution	terminal loss	PF07557	PF07558 PF07557
4	exact solution	terminal loss	PF07662	PF01773 PF07670 PF07662
4	exact solution	terminal loss	PF07679 PF00090 PF00791	PF07679 PF00090 PF00791 PF17217 PF00531
4	exact solution	terminal loss	PF07731 PF00754	PF07732 PF07731 PF00754
4	exact solution	terminal loss	PF08073 PF00628	PF08073 PF00628 PF00385 PF00176 PF00271 PF06465 PF06461 PF08074
4	exact solution	terminal loss	PF09068	PF09068 PF09069 PF00569
4	exact solution	terminal loss	PF10447	PF14382 PF10447
4	exact solution	terminal loss	PF10581	PF10581 PF02078 PF02750
4	exact solution	terminal loss	PF10587	PF10587 PF00736
4	exact solution	terminal loss	PF10637	PF13661 PF10637
4	exact solution	terminal loss	PF12631	PF10396 PF12631
4	exact solution	terminal loss	PF12714 PF00094	PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094 PF08742 PF01826 PF12714 PF00094
4	exact solution	terminal loss	PF13476 PF04423	PF13476 PF04423 PF13558
4	exact solution	terminal loss	PF14073	PF14073 PF06657
4	exact solution	terminal loss	PF14447	PF02262 PF02761 PF02762 PF14447
4	exact solution	terminal loss	PF14674 PF14675	PF14674 PF14675 PF14679 PF14676 PF14680 PF14677 PF14678
4	exact solution	terminal loss	PF14716	PF14716 PF10391 PF14792 PF14791
4	exact solution	terminal loss	PF14728	PF14727 PF14728
4	exact solution	terminal loss	PF14767 PF14768	PF14766 PF14767 PF14768
4	exact solution	terminal loss	PF15452	PF15439 PF15452
4	exact solution	terminal loss	PF15705 PF16070	PF15705 PF16070 PF15706
4	exact solution	terminal loss	PF16182	PF16182 PF02209
4	exact solution	terminal loss	PF16192	PF02366 PF02815 PF16192
4	exact solution	terminal loss	PF16422 PF01833	PF16422 PF01833 PF16423
4	exact solution	terminal loss	PF16511 PF09379 PF00373	PF16511 PF09379 PF00373 PF09141 PF08913 PF01608
4	exact solution	terminal loss	PF16608	PF10427 PF16608
4	exact solution	terminal loss	PF16759	PF00645 PF04675 PF01068 PF04679 PF16759
4	exact solution	terminal loss	PF16858	PF06278 PF16869 PF16858
4	non-ambiguous solution	fission	PF00069 | PF10409	PF00069 PF10409
4	non-ambiguous solution	fission	PF00651 PF07707 | PF13964 PF01344	PF00651 PF07707 PF13964 PF01344
4	non-ambiguous solution	fission	PF00782 | PF10409	PF00782 PF10409
4	non-ambiguous solution	fission	PF01344 | PF13964 PF01344	PF01344 PF13964 PF01344
4	non-ambiguous solution	fission	PF10409 | PF00017 PF08416	PF10409 PF00017 PF08416
4	non-ambiguous solution	fission	PF10409 | PF00226	PF10409 PF00226
4	non-ambiguous solution	fusion	PF00651 PF07707 PF01344 PF13964 PF01344	PF00651 PF07707 + PF01344 PF13964 PF01344
4	non-ambiguous solution	fusion	PF00651 PF07707 PF01344 PF13964 PF01344	PF00651 PF07707 PF01344 PF13964 + PF01344
4	non-ambiguous solution	fusion	PF00651 PF12874 PF00096	PF00651 + PF12874 PF00096
4	non-ambiguous solution	fusion	PF00651 PF12874 PF00096	PF00651 PF12874 + PF00096
4	non-ambiguous solution	fusion	PF12796 PF00023 PF00520	PF12796 + PF00023 PF00520
4	non-ambiguous solution	fusion	PF12796 PF00023 PF00520	PF12796 PF00023 + PF00520
4	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF00013	PF12796 PF13637 + PF12796 PF00013
4	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF00013	PF12796 PF13637 PF12796 + PF00013
4	non-ambiguous solution	fusion	PF12874 PF00096 PF13912 PF00096	PF12874 + PF00096 PF13912 PF00096
4	non-ambiguous solution	fusion	PF12874 PF00096 PF13912 PF00096	PF12874 PF00096 + PF13912 PF00096
4	non-ambiguous solution	fusion	PF13432 PF13181 PF13432	PF13432 + PF13181 PF13432
4	non-ambiguous solution	fusion	PF13432 PF13181 PF13432	PF13432 PF13181 + PF13432
4	non-ambiguous solution	fusion	PF13857 PF12796 PF00023	PF13857 + PF12796 PF00023
4	non-ambiguous solution	fusion	PF13857 PF12796 PF00023	PF13857 PF12796 + PF00023
4	non-ambiguous solution	fusion	PF13895 PF13927 PF01582	PF13895 + PF13927 PF01582
4	non-ambiguous solution	fusion	PF13895 PF13927 PF01582	PF13895 PF13927 + PF01582
4	non-ambiguous solution	terminal loss	PF00010 PF00989	PF00010 PF00989 PF08447
4	non-ambiguous solution	terminal loss	PF00010 PF00989	PF00010 PF00989 PF08447 PF06621
4	non-ambiguous solution	terminal loss	PF00010 PF00989	PF00010 PF00989 PF14598
4	non-ambiguous solution	terminal loss	PF00010 PF00989	PF00010 PF00989 PF14598 PF16665 PF08832 PF08815 PF07469
4	non-ambiguous solution	terminal loss	PF00109	PF00109 PF02801
4	non-ambiguous solution	terminal loss	PF00109	PF00109 PF02801 PF16197 PF00698 PF14765 PF00107 PF08659 PF00550 PF00975
4	non-ambiguous solution	terminal loss	PF00258	PF00258 PF00667 PF00175
4	non-ambiguous solution	terminal loss	PF00258	PF00258 PF04055 PF08608
4	non-ambiguous solution	terminal loss	PF00441	PF01636 PF02771 PF02770 PF00441
4	non-ambiguous solution	terminal loss	PF00441	PF02770 PF00441
4	non-ambiguous solution	terminal loss	PF00441	PF02771 PF02770 PF00441
4	non-ambiguous solution	terminal loss	PF00702 PF00689	PF00690 PF00122 PF00702 PF00689
4	non-ambiguous solution	terminal loss	PF00702 PF00689	PF00690 PF00122 PF13246 PF00702 PF00689
4	non-ambiguous solution	terminal loss	PF01798	PF01798 PF09785
4	non-ambiguous solution	terminal loss	PF01798	PF08156 PF01798
4	non-ambiguous solution	terminal loss	PF02824	PF01926 PF16897 PF02824
4	non-ambiguous solution	terminal loss	PF02824	PF02824 PF07973 PF00587 PF03129
4	non-ambiguous solution	terminal loss	PF08393	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
4	non-ambiguous solution	terminal loss	PF08393	PF08393 PF12774 PF12775 PF12780 PF12777 PF12781 PF03028
4	non-ambiguous solution	terminal loss	PF08755	PF08755 PF04379
4	non-ambiguous solution	terminal loss	PF08755	PF13369 PF08755
4	non-ambiguous solution	terminal loss	PF08815 PF07469	PF00010 PF00989 PF14598 PF16665 PF08832 PF08815 PF07469
4	non-ambiguous solution	terminal loss	PF08815 PF07469	PF00989 PF14598 PF16665 PF08832 PF16279 PF08815 PF07469
4	non-ambiguous solution	terminal loss	PF09079	PF01426 PF00004 PF09079
4	non-ambiguous solution	terminal loss	PF09079	PF13401 PF09079
4	non-ambiguous solution	terminal loss	PF10515	PF02177 PF12924 PF00014 PF12925 PF03494 PF10515
4	non-ambiguous solution	terminal loss	PF10515	PF02177 PF12924 PF00014 PF12925 PF10515
4	non-ambiguous solution	terminal loss	PF12777 PF12781 PF03028	PF08385 PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
4	non-ambiguous solution	terminal loss	PF12777 PF12781 PF03028	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
4	non-ambiguous solution	terminal loss	PF12777 PF12781 PF03028	PF08393 PF12774 PF12775 PF12780 PF12777 PF12781 PF03028
4	non-ambiguous solution	terminal loss	PF13307	PF06733 PF06777 PF13307
4	non-ambiguous solution	terminal loss	PF13307	PF06733 PF13307
4	non-ambiguous solution	terminal loss	PF14575 PF07714 PF07647	PF01404 PF00041 PF14575 PF07714 PF07647
4	non-ambiguous solution	terminal loss	PF14575 PF07714 PF07647	PF01404 PF07699 PF00041 PF14575 PF07714 PF07647
5	exact solution	fission	PF00051 PF01822 | PF00431	PF00051 PF01822 PF00431
5	exact solution	fission	PF00096 PF13465 | PF00096	PF00096 PF13465 PF00096
5	exact solution	fission	PF00130 PF16664 PF14604 | PF07653	PF00130 PF16664 PF14604 PF07653
5	exact solution	fission	PF00149 | PF02872	PF00149 PF02872
5	exact solution	fission	PF00168 | PF07002	PF00168 PF07002
5	exact solution	fission	PF00370 | PF02782	PF00370 PF02782
5	exact solution	fission	PF00385 PF00176 PF00271 | PF13907	PF00385 PF00176 PF00271 PF13907
5	exact solution	fission	PF00629 | PF12810 PF07714	PF00629 PF12810 PF07714
5	exact solution	fission	PF00640 | PF15429	PF00640 PF15429
5	exact solution	fission	PF00641 | PF17219	PF00641 PF17219
5	exact solution	fission	PF00642 | PF00097 PF15815	PF00642 PF00097 PF15815
5	exact solution	fission	PF00651 | PF07707 PF01344	PF00651 PF07707 PF01344
5	exact solution	fission	PF00788 PF01843 | PF00595	PF00788 PF01843 PF00595
5	exact solution	fission	PF00916 | PF01740	PF00916 PF01740
5	exact solution	fission	PF00930 | PF00326	PF00930 PF00326
5	exact solution	fission	PF01352 PF00096 PF13465 | PF00096	PF01352 PF00096 PF13465 PF00096
5	exact solution	fission	PF01825 | PF00002	PF01825 PF00002
5	exact solution	fission	PF01902 | PF01042	PF01902 PF01042
5	exact solution	fission	PF02437 | PF15223	PF02437 PF15223
5	exact solution	fission	PF02469 PF12947 PF02469 PF12947 PF02469 PF12947 PF00193 | PF02469	PF02469 PF12947 PF02469 PF12947 PF02469 PF12947 PF00193 PF02469
