# Node-ID	solution type	event type	new arrangement at node	arrangement at parental node
2	non-ambiguous solution	fusion	PF07686 PF07679 PF00041 PF07679 PF00041 PF07679	PF07686 + PF07679 PF00041 PF07679 PF00041 PF07679
2	non-ambiguous solution	fusion	PF07686 PF07679 PF00041 PF07679 PF00041 PF07679	PF07686 PF07679 + PF00041 PF07679 PF00041 PF07679
2	non-ambiguous solution	fusion	PF07686 PF13895 PF13927 PF13895	PF07686 PF13895 + PF13927 PF13895
2	non-ambiguous solution	fusion	PF07686 PF13895 PF13927 PF13895	PF07686 PF13895 PF13927 + PF13895
2	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00013	PF12796 PF00023 + PF12796 PF00013
2	non-ambiguous solution	fusion	PF12796 PF00023 PF12796 PF00013	PF12796 PF00023 PF12796 + PF00013
2	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF13637	PF12796 PF13637 + PF12796 PF13637
2	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF13637	PF12796 PF13637 PF12796 + PF13637
2	non-ambiguous solution	fusion	PF13202 PF13499 PF00036	PF13202 + PF13499 PF00036
2	non-ambiguous solution	fusion	PF13202 PF13499 PF00036	PF13202 PF13499 + PF00036
2	non-ambiguous solution	fusion	PF13445 PF00643 PF00622	PF13445 + PF00643 PF00622
2	non-ambiguous solution	fusion	PF13445 PF00643 PF00622	PF13445 PF00643 + PF00622
2	non-ambiguous solution	fusion	PF13637 PF12796 PF00023	PF13637 + PF12796 PF00023
2	non-ambiguous solution	fusion	PF13637 PF12796 PF00023	PF13637 PF12796 + PF00023
2	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00481	PF13855 PF00560 + PF13855 PF00481
2	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00481	PF13855 PF00560 PF13855 + PF00481
2	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF07679 PF00041	PF13855 PF00560 + PF13855 PF07679 PF00041
2	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF07679 PF00041	PF13855 PF00560 PF13855 + PF07679 PF00041
2	non-ambiguous solution	fusion	PF13855 PF13306 PF13855 PF01582	PF13855 + PF13306 PF13855 PF01582
2	non-ambiguous solution	fusion	PF13855 PF13306 PF13855 PF01582	PF13855 PF13306 + PF13855 PF01582
2	non-ambiguous solution	fusion	PF13927 PF13895 PF13927	PF13927 + PF13895 PF13927
2	non-ambiguous solution	fusion	PF13927 PF13895 PF13927	PF13927 PF13895 + PF13927
2	non-ambiguous solution	fusion	PF16746 PF00169 PF01412 PF12796 PF00018	PF16746 PF00169 PF01412 + PF12796 PF00018
2	non-ambiguous solution	fusion	PF16746 PF00169 PF01412 PF12796 PF00018	PF16746 PF00169 PF01412 PF12796 + PF00018
2	non-ambiguous solution	terminal loss	PF00108	PF00108 PF02803
2	non-ambiguous solution	terminal loss	PF00108	PF00108 PF02803 PF02036
2	non-ambiguous solution	terminal loss	PF00467	PF00467 PF01777
2	non-ambiguous solution	terminal loss	PF00467	PF00467 PF17136
2	non-ambiguous solution	terminal loss	PF00467	PF11942 PF03439 PF00467
2	non-ambiguous solution	terminal loss	PF01067	PF00648 PF01067
2	non-ambiguous solution	terminal loss	PF01067	PF04212 PF00648 PF01067
2	non-ambiguous solution	terminal loss	PF01404 PF07699 PF00041	PF01404 PF07699 PF00041 PF14575 PF07714 PF00536
2	non-ambiguous solution	terminal loss	PF01404 PF07699 PF00041	PF01404 PF07699 PF00041 PF14575 PF07714 PF07647
2	non-ambiguous solution	terminal loss	PF01833	PF01833 PF15469
2	non-ambiguous solution	terminal loss	PF01833	PF03859 PF01833
2	non-ambiguous solution	terminal loss	PF01833	PF09271 PF09270 PF01833
2	non-ambiguous solution	terminal loss	PF01835 PF07703	PF01835 PF07703 PF00207 PF10569 PF07678 PF07677
2	non-ambiguous solution	terminal loss	PF01835 PF07703	PF01835 PF07703 PF01821 PF00207 PF07678 PF07677 PF01759
2	non-ambiguous solution	terminal loss	PF01835 PF07703	PF01835 PF07703 PF01821 PF00207 PF10569 PF07678 PF07677 PF01759
2	non-ambiguous solution	terminal loss	PF02260	PF08064 PF02259 PF00454 PF02260
2	non-ambiguous solution	terminal loss	PF02260	PF08163 PF02259 PF00454 PF02260
2	non-ambiguous solution	terminal loss	PF02260	PF11640 PF02259 PF00454 PF02260
2	non-ambiguous solution	terminal loss	PF02260	PF11865 PF02259 PF08771 PF00454 PF02260
2	non-ambiguous solution	terminal loss	PF02375 PF01388	PF02375 PF01388 PF00628 PF02373 PF02928 PF08429
2	non-ambiguous solution	terminal loss	PF02375 PF01388	PF02375 PF01388 PF00628 PF02373 PF02928 PF08429 PF00628
2	non-ambiguous solution	terminal loss	PF02375 PF01388	PF02375 PF01388 PF02373 PF02928
2	non-ambiguous solution	terminal loss	PF02412 PF05735	PF00093 PF00090 PF12947 PF02412 PF05735
2	non-ambiguous solution	terminal loss	PF02412 PF05735	PF11598 PF07645 PF02412 PF05735
2	non-ambiguous solution	terminal loss	PF05193	PF00675 PF05193
2	non-ambiguous solution	terminal loss	PF05193	PF00675 PF05193 PF16187 PF05193
2	non-ambiguous solution	terminal loss	PF09069 PF00569	PF00307 PF00435 PF00397 PF09068 PF09069 PF00569
2	non-ambiguous solution	terminal loss	PF09069 PF00569	PF00435 PF00397 PF09068 PF09069 PF00569
2	non-ambiguous solution	terminal loss	PF09069 PF00569	PF09068 PF09069 PF00569
2	non-ambiguous solution	terminal loss	PF10427	PF10427 PF00627 PF12938 PF16608 PF00076
2	non-ambiguous solution	terminal loss	PF10427	PF10427 PF16608
2	non-ambiguous solution	terminal loss	PF12775 PF12780 PF12777 PF12781 PF03028	PF08385 PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF12775 PF12780 PF12777 PF12781 PF03028	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF12775 PF12780 PF12777 PF12781 PF03028	PF08393 PF12774 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF12781 PF03028	PF08385 PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF12781 PF03028	PF08393 PF12774 PF07728 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF12781 PF03028	PF08393 PF12774 PF12775 PF12780 PF12777 PF12781 PF03028
2	non-ambiguous solution	terminal loss	PF13086	PF13086 PF13087
2	non-ambiguous solution	terminal loss	PF13086	PF13086 PF13087 PF01424 PF01428
2	non-ambiguous solution	terminal loss	PF13246 PF16212	PF00122 PF13246 PF16212
2	non-ambiguous solution	terminal loss	PF13246 PF16212	PF16209 PF00122 PF13246 PF16212
2	non-ambiguous solution	terminal loss	PF13246 PF16212	PF16209 PF13246 PF16212
2	non-ambiguous solution	terminal loss	PF13517	PF13517 PF07593 PF07645
2	non-ambiguous solution	terminal loss	PF13517	PF13517 PF08441
2	non-ambiguous solution	terminal loss	PF16909	PF06650 PF16909
2	non-ambiguous solution	terminal loss	PF16909	PF12624 PF16908 PF16910 PF06650 PF16909
3	exact solution	fission	PF00069 PF10409 | PF00226	PF00069 PF10409 PF00226
3	exact solution	fission	PF00069 | PF15282	PF00069 PF15282
3	exact solution	fission	PF00090 PF00057 PF01823 PF00090 | PF00084	PF00090 PF00057 PF01823 PF00090 PF00084
3	exact solution	fission	PF00090 PF02793 PF16489 | PF01825 PF00002	PF00090 PF02793 PF16489 PF01825 PF00002
3	exact solution	fission	PF00129 | PF07654	PF00129 PF07654
3	exact solution	fission	PF00226 | PF07743	PF00226 PF07743
3	exact solution	fission	PF00566 | PF15733	PF00566 PF15733
3	exact solution	fission	PF00595 PF07653 PF00625 | PF00791	PF00595 PF07653 PF00625 PF00791
3	exact solution	fission	PF00643 PF00630 | PF01436	PF00643 PF00630 PF01436
3	exact solution	fission	PF00751 | PF03474	PF00751 PF03474
3	exact solution	fission	PF00786 | PF14957	PF00786 PF14957
3	exact solution	fission	PF01074 PF09261 | PF07748	PF01074 PF09261 PF07748
3	exact solution	fission	PF01108 | PF09294	PF01108 PF09294
3	exact solution	fission	PF01429 | PF16564 PF14048	PF01429 PF16564 PF14048
3	exact solution	fission	PF01477 | PF00305	PF01477 PF00305
3	exact solution	fission	PF01699 PF16494 PF03160 | PF01699	PF01699 PF16494 PF03160 PF01699
3	exact solution	fission	PF02318 | PF04698	PF02318 PF04698
3	exact solution	fission	PF02820 PF17208 PF12140 | PF00536	PF02820 PF17208 PF12140 PF00536
3	exact solution	fission	PF03810 PF08389 | PF08767	PF03810 PF08389 PF08767
3	exact solution	fission	PF06467 | PF12012	PF06467 PF12012
3	exact solution	fission	PF09379 PF00373 PF09380 | PF11819	PF09379 PF00373 PF09380 PF11819
3	exact solution	fission	PF09794 | PF08616	PF09794 PF08616
3	exact solution	fission	PF11825 PF00105 | PF00104	PF11825 PF00105 PF00104
3	exact solution	fission	PF12353 | PF00076	PF12353 PF00076
3	exact solution	fission	PF13768 | PF15057	PF13768 PF15057
3	exact solution	fission	PF13855 | PF03736	PF13855 PF03736
3	exact solution	fusion	PF00008 PF03098	PF00008 + PF03098
3	exact solution	fusion	PF00017 PF03372	PF00017 + PF03372
3	exact solution	fusion	PF00023 PF00520	PF00023 + PF00520
3	exact solution	fusion	PF00027 PF00618 PF00595 PF00788 PF00617	PF00027 + PF00618 PF00595 PF00788 PF00617
3	exact solution	fusion	PF00028 PF07714	PF00028 + PF07714
3	exact solution	fusion	PF00047 PF07679 PF07714	PF00047 + PF07679 PF07714
3	exact solution	fusion	PF00055 PF00053 PF00052 PF00053 PF00052 PF00053 PF06008 PF06009 PF00054 PF02210	PF00055 PF00053 PF00052 PF00053 PF00052 PF00053 PF06008 PF06009 PF00054 + PF02210
3	exact solution	fusion	PF00069 PF00076	PF00069 + PF00076
3	exact solution	fusion	PF00069 PF12796 PF00531	PF00069 + PF12796 PF00531
3	exact solution	fusion	PF00069 PF13646	PF00069 + PF13646
3	exact solution	fusion	PF00076 PF00641 PF01585	PF00076 PF00641 + PF01585
3	exact solution	fusion	PF00076 PF04098	PF00076 + PF04098
3	exact solution	fusion	PF00097 PF13765 PF00622	PF00097 + PF13765 PF00622
3	exact solution	fusion	PF00188 PF00059	PF00188 + PF00059
3	exact solution	fusion	PF00219 PF07648 PF13927	PF00219 + PF07648 PF13927
3	exact solution	fusion	PF00226 PF00076	PF00226 + PF00076
3	exact solution	fusion	PF00307 PF00778	PF00307 + PF00778
3	exact solution	fusion	PF00400 PF00018	PF00400 + PF00018
3	exact solution	fusion	PF00406 PF05186	PF00406 + PF05186
3	exact solution	fusion	PF00530 PF00431 PF00100	PF00530 + PF00431 PF00100
3	exact solution	fusion	PF00564 PF00018	PF00564 + PF00018
3	exact solution	fusion	PF00611 PF00620 PF07653	PF00611 PF00620 + PF07653
3	exact solution	fusion	PF00629 PF07679 PF00041 PF00102	PF00629 + PF07679 PF00041 PF00102
3	exact solution	fusion	PF00643 PF00041	PF00643 + PF00041
3	exact solution	fusion	PF00652 PF00040 PF00059	PF00652 + PF00040 PF00059
3	exact solution	fusion	PF01023 PF00036	PF01023 + PF00036
3	exact solution	fusion	PF01302 PF14580 PF14560	PF01302 + PF14580 PF14560
3	exact solution	fusion	PF01352 PF00096 PF13465 PF00096	PF01352 + PF00096 PF13465 PF00096
3	exact solution	fusion	PF01392 PF00246 PF13620	PF01392 + PF00246 PF13620
3	exact solution	fusion	PF01403 PF00090	PF01403 + PF00090
3	exact solution	fusion	PF01403 PF01437 PF13895	PF01403 PF01437 + PF13895
3	exact solution	fusion	PF01462 PF13855 PF13516	PF01462 PF13855 + PF13516
3	exact solution	fusion	PF01812 PF00076	PF01812 + PF00076
3	exact solution	fusion	PF02037 PF00929	PF02037 + PF00929
3	exact solution	fusion	PF02759 PF14604	PF02759 + PF14604
3	exact solution	fusion	PF02893 PF02138 PF00400	PF02893 + PF02138 PF00400
3	exact solution	fusion	PF02985 PF15017	PF02985 + PF15017
3	exact solution	fusion	PF03256 PF00632	PF03256 + PF00632
3	exact solution	fusion	PF04706 PF06607	PF04706 + PF06607
3	exact solution	fusion	PF06220 PF00642	PF06220 + PF00642
3	exact solution	fusion	PF06328 PF00041	PF06328 + PF00041
3	exact solution	fusion	PF06588 PF13415 PF01344	PF06588 PF13415 + PF01344
3	exact solution	fusion	PF07145 PF00443	PF07145 + PF00443
3	exact solution	fusion	PF07653 PF00595 PF00536	PF07653 + PF00595 PF00536
3	exact solution	fusion	PF07679 PF02158	PF07679 + PF02158
3	exact solution	fusion	PF07686 PF13765 PF00622	PF07686 + PF13765 PF00622
3	exact solution	fusion	PF07714 PF00619	PF07714 + PF00619
3	exact solution	fusion	PF07732 PF07731 PF07732 PF07731	PF07732 PF07731 + PF07732 PF07731
3	exact solution	fusion	PF07742 PF07145	PF07742 + PF07145
3	exact solution	fusion	PF08312 PF15230	PF08312 + PF15230
3	exact solution	fusion	PF08397 PF02205	PF08397 + PF02205
3	exact solution	fusion	PF12009 PF00078	PF12009 + PF00078
3	exact solution	fusion	PF12796 PF00023 PF12796 PF13181	PF12796 PF00023 PF12796 + PF13181
3	exact solution	fusion	PF12796 PF09296 PF09297 PF00293	PF12796 + PF09296 PF09297 PF00293
3	exact solution	fusion	PF12796 PF13637 PF00632	PF12796 PF13637 + PF00632
3	exact solution	fusion	PF12895 PF13424	PF12895 + PF13424
3	exact solution	fusion	PF13445 PF13923 PF02190	PF13445 + PF13923 PF02190
3	exact solution	fusion	PF13606 PF12796 PF07647	PF13606 PF12796 + PF07647
3	exact solution	fusion	PF13833 PF13405	PF13833 + PF13405
3	exact solution	fusion	PF13893 PF00076 PF13893 PF00076	PF13893 + PF00076 PF13893 PF00076
3	exact solution	fusion	PF13895 PF00047	PF13895 + PF00047
3	exact solution	fusion	PF13895 PF01582	PF13895 + PF01582
3	exact solution	fusion	PF13895 PF07679 PF00041 PF06583	PF13895 + PF07679 PF00041 PF06583
3	exact solution	fusion	PF13912 PF00096 PF13912 PF13894 PF00096	PF13912 PF00096 PF13912 + PF13894 PF00096
3	exact solution	fusion	PF14444 PF14443 PF02037	PF14444 PF14443 + PF02037
3	exact solution	fusion	PF14559 PF13181 PF13432 PF13181	PF14559 + PF13181 PF13432 PF13181
3	exact solution	fusion	PF14604 PF00018	PF14604 + PF00018
3	exact solution	fusion	PF14604 PF00069	PF14604 + PF00069
3	exact solution	fusion	PF14670 PF01823	PF14670 + PF01823
3	exact solution	fusion	PF15277 PF00957	PF15277 + PF00957
3	exact solution	single domain emergence	PF00277	
3	exact solution	single domain emergence	PF00471	
3	exact solution	single domain emergence	PF00666	
3	exact solution	single domain emergence	PF00711	
3	exact solution	single domain emergence	PF00797	
3	exact solution	single domain emergence	PF00865	
3	exact solution	single domain emergence	PF01109	
3	exact solution	single domain emergence	PF01594	
3	exact solution	single domain emergence	PF01840	
3	exact solution	single domain emergence	PF02025	
3	exact solution	single domain emergence	PF02058	
3	exact solution	single domain emergence	PF02072	
3	exact solution	single domain emergence	PF02130	
3	exact solution	single domain emergence	PF03039	
3	exact solution	single domain emergence	PF03546	
3	exact solution	single domain emergence	PF03921	
3	exact solution	single domain emergence	PF04272	
3	exact solution	single domain emergence	PF04360	
3	exact solution	single domain emergence	PF05039	
3	exact solution	single domain emergence	PF05337	
3	exact solution	single domain emergence	PF05366	
3	exact solution	single domain emergence	PF05432	
3	exact solution	single domain loss		PF01156
3	exact solution	single domain loss		PF01274
3	exact solution	single domain loss		PF01498
3	exact solution	single domain loss		PF01697
3	exact solution	single domain loss		PF06966
3	exact solution	single domain loss		PF11303
3	exact solution	single domain loss		PF13349
3	exact solution	single domain loss		PF13358
3	exact solution	single domain loss		PF13634
3	exact solution	single domain loss		PF14605
3	exact solution	terminal emergence	PF00076 PF12196	PF00076 
3	exact solution	terminal emergence	PF00520 PF16799	PF00520 
3	exact solution	terminal emergence	PF00642 PF00097 PF15815	PF00642 PF00097 
3	exact solution	terminal emergence	PF00643 PF12126	PF00643 
3	exact solution	terminal emergence	PF01814 PF12937 PF13516	 PF12937 PF13516
3	exact solution	terminal emergence	PF02166 PF00105 PF00104	 PF00105 PF00104
3	exact solution	terminal emergence	PF02988 PF00021	 PF00021
3	exact solution	terminal emergence	PF04814 PF00046 PF04812 PF04813	PF04814 PF00046 PF04812 
3	exact solution	terminal emergence	PF05485 PF12017	PF05485 
3	exact solution	terminal emergence	PF05831 PF08699 PF02170 PF02171	 PF08699 PF02170 PF02171
3	exact solution	terminal emergence	PF06031 PF15827	PF06031 
3	exact solution	terminal emergence	PF07334 PF07292	 PF07292
3	exact solution	terminal emergence	PF09193 PF00001	 PF00001
3	exact solution	terminal emergence	PF09303 PF03185	 PF03185
3	exact solution	terminal emergence	PF10472 PF10488	 PF10488
3	exact solution	terminal emergence	PF11404 PF02214 PF00520	 PF02214 PF00520
3	exact solution	terminal emergence	PF11803 PF16363	 PF16363
3	exact solution	terminal emergence	PF12016 PF00928	 PF00928
3	exact solution	terminal emergence	PF14046 PF00104	 PF00104
3	exact solution	terminal emergence	PF15492 PF08314	 PF08314
3	exact solution	terminal emergence	PF16470 PF00082 PF01483 PF12177	PF16470 PF00082 PF01483 
3	exact solution	terminal emergence	PF16497 PF07654	 PF07654
3	exact solution	terminal loss	PF00028 PF08374	PF08266 PF00028 PF08374
3	exact solution	terminal loss	PF00041 PF00092 PF00041 PF00092 PF01391	PF00041 PF00092 PF00041 PF00092 PF00041 PF00092 PF00041 PF00092 PF01391
3	exact solution	terminal loss	PF00340	PF02394 PF00340
3	exact solution	terminal loss	PF00615 PF00787 PF08628	PF02194 PF00615 PF00787 PF08628
3	exact solution	terminal loss	PF01179	PF02727 PF02728 PF01179
3	exact solution	terminal loss	PF02141	PF03456 PF02141
3	exact solution	terminal loss	PF02141 PF03455	PF03456 PF02141 PF03455
3	exact solution	terminal loss	PF02750	PF10581 PF02078 PF02750
3	exact solution	terminal loss	PF05986	PF01562 PF01421 PF00090 PF05986
3	exact solution	terminal loss	PF08646	PF04057 PF01336 PF16900 PF08646
3	exact solution	terminal loss	PF12765	PF12765 PF12830
3	exact solution	terminal loss	PF17069	PF17069 PF01585 PF00035
3	exact solution	terminal loss	PF17205 PF00362	PF17205 PF00362 PF07974 PF07965 PF08725
3	exact solution	terminal loss	PF17218	PF00385 PF17218
3	non-ambiguous solution	fission	PF00254 PF00515 | PF07719	PF00254 PF00515 PF07719
3	non-ambiguous solution	fission	PF00254 | PF07719	PF00254 PF07719
3	non-ambiguous solution	fission	PF00412 | PF00880	PF00412 PF00880
3	non-ambiguous solution	fission	PF00505 | PF09011	PF00505 PF09011
3	non-ambiguous solution	fission	PF00686 | PF00782	PF00686 PF00782
3	non-ambiguous solution	fission	PF00686 | PF03009	PF00686 PF03009
3	non-ambiguous solution	fission	PF00880 | PF14604	PF00880 PF14604
3	non-ambiguous solution	fission	PF02197 | PF00027	PF02197 PF00027
3	non-ambiguous solution	fission	PF02197 | PF00612	PF02197 PF00612
3	non-ambiguous solution	fission	PF09011 | PF00505	PF09011 PF00505
3	non-ambiguous solution	fusion	PF00023 PF12796 PF00651	PF00023 + PF12796 PF00651
3	non-ambiguous solution	fusion	PF00023 PF12796 PF00651	PF00023 PF12796 + PF00651
3	non-ambiguous solution	fusion	PF00096 PF13909 PF00096 PF13909	PF00096 PF13909 + PF00096 PF13909
3	non-ambiguous solution	fusion	PF00096 PF13909 PF00096 PF13909	PF00096 PF13909 PF00096 + PF13909
3	non-ambiguous solution	fusion	PF01352 PF00096 PF13894 PF00096	PF01352 + PF00096 PF13894 PF00096
3	non-ambiguous solution	fusion	PF01352 PF00096 PF13894 PF00096	PF01352 PF00096 + PF13894 PF00096
3	non-ambiguous solution	fusion	PF01494 PF00307 PF00412 PF12130	PF01494 + PF00307 PF00412 PF12130
3	non-ambiguous solution	fusion	PF01494 PF00307 PF00412 PF12130	PF01494 PF00307 PF00412 + PF12130
3	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF07714	PF12796 PF13637 + PF12796 PF07714
3	non-ambiguous solution	fusion	PF12796 PF13637 PF12796 PF07714	PF12796 PF13637 PF12796 + PF07714
3	non-ambiguous solution	fusion	PF13432 PF13181 PF02373	PF13432 + PF13181 PF02373
3	non-ambiguous solution	fusion	PF13432 PF13181 PF02373	PF13432 PF13181 + PF02373
3	non-ambiguous solution	fusion	PF13833 PF13499 PF00153	PF13833 + PF13499 PF00153
3	non-ambiguous solution	fusion	PF13833 PF13499 PF00153	PF13833 PF13499 + PF00153
3	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00560 PF13855	PF13855 PF00560 + PF13855 PF00560 PF13855
3	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF00560 PF13855	PF13855 PF00560 PF13855 + PF00560 PF13855
3	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF07679	PF13855 PF00560 + PF13855 PF07679
3	non-ambiguous solution	fusion	PF13855 PF00560 PF13855 PF07679	PF13855 PF00560 PF13855 + PF07679
3	non-ambiguous solution	fusion	PF13855 PF13306 PF13855 PF07679 PF00041	PF13855 PF13306 + PF13855 PF07679 PF00041
3	non-ambiguous solution	fusion	PF13855 PF13306 PF13855 PF07679 PF00041	PF13855 PF13306 PF13855 PF07679 + PF00041
3	non-ambiguous solution	terminal loss	PF07657 PF01414 PF00008	PF07657 PF01414 PF00008 PF07645 PF00008
3	non-ambiguous solution	terminal loss	PF07657 PF01414 PF00008	PF07657 PF01414 PF00008 PF12661
3	non-ambiguous solution	terminal loss	PF08271	PF08271 PF00382
3	non-ambiguous solution	terminal loss	PF08271	PF08271 PF00382 PF07741
4	exact solution	fission	PF00010 | PF07527	PF00010 PF07527
4	exact solution	fission	PF00053 | PF12661 PF00053 PF12661 PF00053	PF00053 PF12661 PF00053 PF12661 PF00053
4	exact solution	fission	PF00056 | PF02866	PF00056 PF02866
4	exact solution	fission	PF00084 | PF02494 PF00084 PF13778	PF00084 PF02494 PF00084 PF13778
4	exact solution	fission	PF00090 | PF02793 PF16489 PF01825 PF00002	PF00090 PF02793 PF16489 PF01825 PF00002
4	exact solution	fission	PF00091 | PF03953	PF00091 PF03953
4	exact solution	fission	PF00168 PF12416 | PF00168	PF00168 PF12416 PF00168
4	exact solution	fission	PF00168 | PF01735	PF00168 PF01735
4	exact solution	fission	PF00226 | PF01556	PF00226 PF01556
4	exact solution	fission	PF00270 PF00271 | PF08152	PF00270 PF00271 PF08152
4	exact solution	fission	PF00292 | PF00046 PF12360	PF00292 PF00046 PF12360
4	exact solution	fission	PF00498 | PF11969 PF16278	PF00498 PF11969 PF16278
4	exact solution	fission	PF00505 | PF09667	PF00505 PF09667
4	exact solution	fission	PF00536 | PF10534 PF00595 PF06663	PF00536 PF10534 PF00595 PF06663
4	exact solution	fission	PF00595 PF15936 | PF00412	PF00595 PF15936 PF00412
4	exact solution	fission	PF00617 PF09279 PF00388 | PF00387 PF00168 PF00788	PF00617 PF09279 PF00388 PF00387 PF00168 PF00788
4	exact solution	fission	PF00643 | PF12126	PF00643 PF12126
4	exact solution	fission	PF00730 | PF14815	PF00730 PF14815
4	exact solution	fission	PF00855 | PF11467	PF00855 PF11467
4	exact solution	fission	PF00884 | PF14707	PF00884 PF14707
4	exact solution	fission	PF01033 PF01663 | PF01223	PF01033 PF01663 PF01223
4	exact solution	fission	PF01094 PF10613 | PF00060 PF10565	PF01094 PF10613 PF00060 PF10565
4	exact solution	fission	PF01388 | PF12031	PF01388 PF12031
4	exact solution	fission	PF01391 | PF01413	PF01391 PF01413
4	exact solution	fission	PF01433 | PF09127	PF01433 PF09127
4	exact solution	fission	PF01602 | PF14807	PF01602 PF14807
4	exact solution	fission	PF01835 PF07703 PF00207 PF10569 PF07678 | PF07677	PF01835 PF07703 PF00207 PF10569 PF07678 PF07677
4	exact solution	fission	PF01926 | PF06071	PF01926 PF06071
4	exact solution	fission	PF02145 | PF11881	PF02145 PF11881
4	exact solution	fission	PF02263 | PF02841	PF02263 PF02841
4	exact solution	fission	PF03024 | PF07995	PF03024 PF07995
4	exact solution	fission	PF03104 PF00136 | PF08490	PF03104 PF00136 PF08490
4	exact solution	fission	PF03451 | PF00400	PF03451 PF00400
4	exact solution	fission	PF03456 PF02141 PF03455 | PF02759 PF01477 PF02759	PF03456 PF02141 PF03455 PF02759 PF01477 PF02759
4	exact solution	fission	PF03807 | PF14748	PF03807 PF14748
4	exact solution	fission	PF03813 PF17403 PF17404 PF17405 | PF17406 PF17407	PF03813 PF17403 PF17404 PF17405 PF17406 PF17407
4	exact solution	fission	PF03931 | PF01466	PF03931 PF01466
4	exact solution	fission	PF04000 | PF09368	PF04000 PF09368
4	exact solution	fission	PF04055 PF06463 | PF01967	PF04055 PF06463 PF01967
4	exact solution	fission	PF04457 | PF10469	PF04457 PF10469
4	exact solution	fission	PF04821 | PF05029	PF04821 PF05029
4	exact solution	fission	PF05470 | PF01399	PF05470 PF01399
4	exact solution	fission	PF05649 | PF01431	PF05649 PF01431
4	exact solution	fission	PF05916 | PF16922	PF05916 PF16922
4	exact solution	fission	PF07647 | PF01966	PF07647 PF01966
4	exact solution	fission	PF08399 PF13768 | PF08473	PF08399 PF13768 PF08473
4	exact solution	fission	PF08418 | PF04042	PF08418 PF04042
4	exact solution	fission	PF08709 PF02815 PF01365 | PF08454	PF08709 PF02815 PF01365 PF08454
4	exact solution	fission	PF08711 | PF06881	PF08711 PF06881
4	exact solution	fission	PF08926 PF00069 | PF00595	PF08926 PF00069 PF00595
4	exact solution	fission	PF09379 PF00373 PF09380 | PF00595 PF16599 PF00595 PF00102	PF09379 PF00373 PF09380 PF00595 PF16599 PF00595 PF00102
4	exact solution	fission	PF09379 PF00373 | PF09380	PF09379 PF00373 PF09380
4	exact solution	fission	PF10408 | PF04564	PF10408 PF04564
4	exact solution	fission	PF10427 PF00627 PF12938 PF16608 | PF00076	PF10427 PF00627 PF12938 PF16608 PF00076
4	exact solution	fission	PF11878 PF14429 | PF06920	PF11878 PF14429 PF06920
4	exact solution	fission	PF12052 | PF00625	PF12052 PF00625
4	exact solution	fission	PF12062 | PF00685	PF12062 PF00685
4	exact solution	fission	PF12257 | PF00610	PF12257 PF00610
4	exact solution	fission	PF12796 PF13637 | PF12796 PF07653 PF00536 PF16907 PF16632	PF12796 PF13637 PF12796 PF07653 PF00536 PF16907 PF16632
4	exact solution	fission	PF12796 | PF11904	PF12796 PF11904
4	exact solution	fission	PF13181 | PF12569	PF13181 PF12569
4	exact solution	fission	PF13281 | PF00069	PF13281 PF00069
4	exact solution	fission	PF13385 PF00066 PF05572 | PF00084	PF13385 PF00066 PF05572 PF00084
4	exact solution	fission	PF13516 | PF16000	PF13516 PF16000
4	exact solution	fission	PF13775 | PF00505	PF13775 PF00505
4	exact solution	fission	PF13846 | PF13926	PF13846 PF13926
4	exact solution	fission	PF15808 | PF12796 PF16553	PF15808 PF12796 PF16553
4	exact solution	fission	PF16018 | PF08174 PF00169	PF16018 PF08174 PF00169
4	exact solution	fission	PF16172 PF14429 | PF06920	PF16172 PF14429 PF06920
4	exact solution	fission	PF16209 PF00122 | PF13246 PF00702 PF16212	PF16209 PF00122 PF13246 PF00702 PF16212
4	exact solution	fission	PF16881 | PF04055	PF16881 PF04055
4	exact solution	fusion	PF00004 PF00097	PF00004 + PF00097
4	exact solution	fusion	PF00008 PF00100	PF00008 + PF00100
4	exact solution	fusion	PF00008 PF12661 PF00008 PF12661 PF00008	PF00008 PF12661 PF00008 + PF12661 PF00008
4	exact solution	fusion	PF00018 PF16172 PF14429 PF06920	PF00018 + PF16172 PF14429 PF06920
